Id,routeId,nameZh,nameEn,seqNo,pgp,goBack,longitude,latitude,address,coordinate
191393,17789,新莊體育館,Xinzhuang Stadium,21,-1,1,121.452097,25.039359,新莊體育館(向南),"121.452097, 25.039359"
33945,10148,捷運府中站(府中路),MRT Fuzhong Station(Fuzhong Rd.),46,-1,0,121.458454,25.009036,府中路49號(向東),"121.458454, 25.009036"
33947,10148,萬坪公園,Wanping Park,47,,0,121.460871,25.013298,文化路一段51號對向(向北),"121.460871, 25.013298"
33948,10148,新北板橋公車站,NTPC Banqiao Bus Station,48,-1,1,121.46261,25.012769,縣民大道公車專用月台第三月台(向東),"121.46261, 25.012769"
181065,16518,新莊高中,Xinzhuang High School,8,,0,121.4447176,25.04788846,中平路135號(向南),"121.4447176, 25.04788846"
181066,16518,新莊高中,Xinzhuang High School,98,,1,121.4449156,25.04801,中平路188號(向北),"121.4449156, 25.04801"
202833,17845,新山淨水廠, Xinshan Water Purification Plant,34,0,0,121.72039,25.133175,基隆市安樂區麥金路741號(向南),"121.72039, 25.133175"
202834,17845,新山淨水廠, ,50,0,1,121.720332,25.132922,基隆市安樂區麥金路735號對面(向北),"121.720332, 25.132922"
193137,17845,藍天麗地社區,Lantian Lidi Community,59,,1,121.697096,25.154043,基金三路60號,"121.697096, 25.154043"
33982,10148,中山實小,Zhongshan Experimental Elementary School,55,-1,1,121.4462031,25.00205217,大觀路二段63號(向南),"121.4462031, 25.00205217"
33985,10148,沙崙里,Shalun Village,58,-1,1,121.4319,24.994928,板橋區篤行路一段18號旁(向南),"121.4319, 24.994928"
33986,10148,沙崙國小(大觀路),Shalun Elementary School,59,-1,1,121.430703,24.992579,沙崙國小(向南),"121.430703, 24.992579"
33987,10148,濟安宮(保安街),Jian Temple,60,-1,1,121.427081,24.993585,保安街一段(向西),"121.427081, 24.993585"
33989,10148,樹林後火車站,Shulin Train Station Rear,62,-1,1,121.423475,24.991726,中山路一段72號(向南),"121.423475, 24.991726"
33990,10148,育英街口,Yuying St. Intersection,63,-1,1,121.422148,24.989548,中山路一段143號(向南),"121.422148, 24.989548"
33991,10148,樹林仁愛醫院,Shulin Renai Hospital,64,-1,1,121.421124,24.98787288,中山路一段238號(向南),"121.421124, 24.98787288"
33992,10148,海明寺,Haiming Temple,65,-1,1,121.418267,24.98555342,中山路ㄧ段398號同向(向西),"121.418267, 24.98555342"
124953,16123,德光路口,DeGuang Rd. Entrance,8,,0,121.471153,25.004529,中和區德光路16號(向西南),"121.471153, 25.004529"
124954,16123,德光路口,DeGuang Rd. Entrance,57,,1,121.471385,25.004455,中和區德光路9號(向東北),"121.471385, 25.004455"
34369,10161,積穗(員山路),Jisui(Yuanshan Rd.),19,-1,0,121.479854,25.006676,員山路472號(向北),"121.479854, 25.006676"
34370,10161,松下電子,Matsushita Electronics Company,20,-1,0,121.47932,25.008669,員山路508號(向北),"121.47932, 25.008669"
34371,10161,自來水公司,Taiwan Water Company,21,,0,121.479068,25.0127,三民路二段239號前(向北),"121.479068, 25.0127"
34372,10161,長壽里,President Textile,22,,0,121.479287,25.015381,三民路二段133號(向北),"121.479287, 25.015381"
34511,10172,捷運西門站,MRT Ximen Station,24,0,0,121.5081874,25.04099809,中華路一段台北憲兵隊前(捷運西門站2號出口)(向北),"121.5081874, 25.04099809"
34512,10172,中華路北站,Zhonghua Rd. North Station,25,0,0,121.5093021,25.04495097,中華路一段(向北),"121.5093021, 25.04495097"
34514,10172,重慶南路一段,Chongqing S. Road Sec. 1,26,0,1,121.5131649,25.04469193,重慶南路一段30號同向(向南),"121.5131649, 25.04469193"
34515,10172,博物館(襄陽),Taiwan Museum(Xiangyang),27,0,1,121.5146668,25.04337336,襄陽路2號同向(向東),"121.5146668, 25.04337336"
34516,10172,捷運台大醫院站,MRT NTU Hospital Station,28,0,1,121.5161482,25.04193576,公園路與常德街交岔口西北側(向南),"121.5161482, 25.04193576"
34517,10172,一女中(公園),Taipei First Girls High School(Gongyuan),29,0,1,121.5149627,25.03800782,公園路21號對面(向南),"121.5149627, 25.03800782"
34518,10172,市立大學附小,Affliated Experimental Elementary School of University Taipei,30,0,1,121.5149763,25.0364626,公園路29號同向(向南),"121.5149763, 25.0364626"
34519,10172,南門,Nanmen,31,0,1,121.51548,25.03348,南昌路一段10巷北側公賣局前(向南),"121.51548, 25.03348"
34520,10172,南昌路(暫時裁撤),Nanchang Rd.,32,0,1,121.517135,25.031262,南昌路一段58至72號,"121.517135, 25.031262"
33993,10148,東昇公園,Dongsheng Park,66,-1,1,121.415139,24.983992,樹林區中山路二段80號(向南),"121.415139, 24.983992"
33994,10148,東昇福德宮,Dongsheng Fude Temple,67,-1,1,121.4119361,24.98311074,中山路二段158號同向(向南),"121.4119361, 24.98311074"
33995,10148,南樹林火車站,South Shulin Station,68,,1,121.40858,24.98013,中山路二段118之154號同向(向南),"121.40858, 24.98013"
33996,10148,東山,Dongshan,69,-1,1,121.406613,24.9792,中山路二段135號對向(向南),"121.406613, 24.9792"
33997,10148,山佳國小,Sanjia Elementary School,70,-1,1,121.402015,24.975931,中山路二段249巷2-1號對向(向南),"121.402015, 24.975931"
33999,10148,中洲街口,Zhongzhou St. Entrance,72,-1,1,121.396631,24.973384,樹林區中山路三段127-1號對向(向南),"121.396631, 24.973384"
34000,10148,山佳,Sanjia,73,-1,1,121.393275,24.972329,新北市樹林區中山路三段92號(向西),"121.393275, 24.972329"
34001,10148,淨律寺,Jinglu Temple,74,-1,1,121.38879,24.970092,中山路三段淨律寺大門西側(向南),"121.38879, 24.970092"
34002,10148,樂山,Leshan,76,-1,1,121.38554,24.9684,中山路三段160之162號同向(向南),"121.38554, 24.9684"
34003,10148,風路坑,Fenglukeng,77,-1,1,121.38284,24.96635,中山路三段206號(向南),"121.38284, 24.96635"
34004,10148,阿南坑,Anankeng,78,-1,1,121.377036,24.962604,中正一路路燈編號213126(向南),"121.377036, 24.962604"
34005,10148,茶山,Chashan,79,,1,121.3716741,24.95894885,中正一路265號(向西),"121.3716741, 24.95894885"
34459,10171,西藏路口,Xizang Rd. Intersection,30,,1,121.500457,25.02899,萬大路140~152號,"121.500457, 25.02899"
34460,10171,德昌街口,Dechang St. Intersection,31,,1,121.500346,25.024981,萬大路298~310號,"121.500346, 25.024981"
34461,10171,萬大國小,Wanda Elementary School,32,,1,121.500101,25.024038,萬大路334號同向(向南),"121.500101, 25.024038"
34521,10172,聯合醫院婦幼院區一,TCUH Branch of Women and Children 1,34,0,1,121.5180375,25.02998786,南昌路一段114號同向(向南),"121.5180375, 25.02998786"
34522,10172,南福板溪(南昌公園),Nanfu Banxi(Nanchang Rd. furniture market),35,0,1,121.52053,25.02681,臺北市和平西路一段30號對面(向西),"121.52053, 25.02681"
34178,10151,板橋榮家,Banqiao Veterans Home,38,,0,121.44574,25.00115,大觀路二段32號對面(向北),"121.44574, 25.00115"
34440,10171,中正中山路口,Zhongzheng & Zhongshan Intersection,9,-1,0,121.483269,25.004884,中山路二段475號(向東),"121.483269, 25.004884"
34463,10171,華中橋,Huazhong Bridge,34,,1,121.4965023,25.00318965,景平路707號(向南),"121.4965023, 25.00318965"
34464,10171,捷運中和站(中山路),MRT Zhonghe Station(Zhongshan Rd.),35,-1,1,121.496164,25.002415,中山路二段326號同向(向西),"121.496164, 25.002415"
34465,10171,家美工業區,Jiamei industrial Area,36,-1,1,121.493465,25.00229,中山路二段378號同向(向西),"121.493465, 25.00229"
34466,10171,中和保養廠,Zhonghe Maintenance Plant,37,,1,121.491807,25.003079,中山路二段372號同向(向西),"121.491807, 25.003079"
34467,10171,捷運橋和站,MRT Qiaohe Sta.,38,-1,1,121.490533,25.004437,中和區板南路430號(向西),"121.490533, 25.004437"
34468,10171,中山錦和路口,Zhongshan & Jinhe Intersection,39,-1,1,121.4863334,25.00500509,中山路二段510號同向(向西),"121.4863334, 25.00500509"
34470,10171,中正中山路口,Zhongzheng & Zhongshan Intersection,40,-1,1,121.482114,25.005232,中山路二段594號(向西),"121.482114, 25.005232"
34472,10171,員山公園,Yuanshan Park,42,-1,1,121.480636,25.00395,員山路437號(向南),"121.480636, 25.00395"
34474,10171,員山派出所,Yuanshan Police Substation,44,,1,121.481182,24.998038,員山路221號同向(向南),"121.481182, 24.998038"
34475,10171,中和高中(員山路),Zhonghe High School(Yuanshan Rd.),45,-1,1,121.4809504,24.99579873,員山路135號同向(向南),"121.4809504, 24.99579873"
34476,10171,連城路,Liancheng Rd.,46,,1,121.482957,24.995553,連城路485號同向(向北),"121.482957, 24.995553"
34477,10171,連城中正路口,Liancheng Zhongzheng Intersection,47,,1,121.484429,24.996128,連城路457號(向東),"121.484429, 24.996128"
33976,10148,萬坪公園,Wanping Park,49,,1,121.460677,25.01352,文化路一段51號同向(向南),"121.460677, 25.01352"
33921,10148,中洲街口,Zhongzhou St. Entrance,23,-1,0,121.397068,24.973394,樹林區中山路三段125-2號(向北),"121.397068, 24.973394"
34352,10161,少年觀護所,Juvenile Detention and Classification House,1,,0,121.45942,24.970087,青雲路452號斜對面(向北),"121.45942, 24.970087"
34353,10161,清化里,Qinghua Village,2,,0,121.45945,24.97132,青雲路589號(向北),"121.45945, 24.97132"
34354,10161,宏國德霖科技大學,Hungkuo Delin University of Technology,3,-1,0,121.45886,24.972709,青雲路529號(向北),"121.45886, 24.972709"
34492,10172,台貿一村,Taimao Village 1,4,0,0,121.4923204,24.99655684,連城路235號同向(向東),"121.4923204, 24.99655684"
34493,10172,中和國稅局,Zhonghe National Tax Administration,5,0,0,121.4951329,24.99819818,連城路183號同向(向東),"121.4951329, 24.99819818"
34494,10172,連城景平路(暫時裁撤),Liancheng & Jingping Rd.,6,0,0,121.4964382,24.99966641,連城路165號同向(向東),"121.4964382, 24.99966641"
34496,10172,大潤發,RT-MART,8,0,0,121.4995324,25.00307486,福祥路10號(向北),"121.4995324, 25.00307486"
34497,10172,莊敬路,Zhuangjing Rd.,10,0,0,121.5016018,25.00601138,莊敬路(向東),"121.5016018, 25.00601138"
34498,10172,莊仁橋,Zhuangren Bridge,11,0,0,121.5032215,25.00763194,莊敬路31號同向(向東),"121.5032215, 25.00763194"
34499,10172,仁愛公園,Renai Park,12,0,0,121.505873,25.009682,仁愛路273號同向(向北),"121.505873, 25.009682"
34500,10172,永平路,Yongping Rd.,13,0,0,121.5080925,25.01163486,仁愛路276號同向(向西),"121.5080925, 25.01163486"
34502,10172,文化里,Wenhua Village,15,0,0,121.509228,25.015503,保安路(向東),"121.509228, 25.015503"
34503,10172,頂溪國小,Dingxi Elementary School,16,0,0,121.51129,25.015795,新北市永和區文化路133號(向東),"121.51129, 25.015795"
34504,10172,文化路,Wenhua Rd.,17,0,0,121.5144971,25.01501611,文化路39號同向(向東),"121.5144971, 25.01501611"
34505,10172,中正橋頭,Zhongzheng Bridge Stop,18,0,0,121.5162239,25.01604284,永和路二段322號同向(向北),"121.5162239, 25.01604284"
34508,10172,中正二分局,Zhongzheng Police Station 2,21,0,0,121.5140869,25.03264563,重慶南路二段(向北),"121.5140869, 25.03264563"
34509,10172,臺北法院,Taipei District Court,22,0,0,121.511399,25.03585458,愛國西路同向(向西),"121.511399, 25.03585458"
34180,10151,國立臺灣藝術大學,National Taiwan University of Arts,40,-1,0,121.4476,25.0062,大觀路一段59號同向(向北),"121.4476, 25.0062"
181081,17557,及人中學,Chi Jen High School,6,,0,121.518062,24.967108,安和路一段(向北),"121.518062, 24.967108"
181082,17557,十四份,Shisifen,7,,0,121.518795,24.969329,安和路2段1-1號(向北),"121.518795, 24.969329"
181083,17557,輕軌陽光運動公園站,LRT Sunshine Sports Park Sta.,9,,0,121.519852,24.972839,安和路2段142號(向北),"121.519852, 24.972839"
181084,17557,石頭厝,Shitoucuo,10,,0,121.51912,24.974308,安和路2段156號(向北),"121.51912, 24.974308"
181085,17557,安和路二段,Anhe Rd. Sec. 2,11,,0,121.517372,24.976061,新店區安和路二段222號(向北),"121.517372, 24.976061"
181086,17557,陽光運動公園(新店花市),Yangguang Park(Anhe Flower Market),12,-1,0,121.5167886,24.97725375,安和路2段230號(向北),"121.5167886, 24.97725375"
181087,17557,安和里,Anhe Village,13,-1,0,121.517416,24.981146,安和路三段29-4號同向(向北),"121.517416, 24.981146"
33977,10148,北門街,Beimen St.,50,-1,1,121.45679,25.01123,北門街52號同向(向西),"121.45679, 25.01123"
33978,10148,林家花園,Lin Family Garden,51,-1,1,121.454152,25.01109202,西門街57號同向(向西),"121.454152, 25.01109202"
33979,10148,接雲寺,Jieyun Temple,52,-1,1,121.4539276,25.0091664,板橋林園街1號旁(向西),"121.4539276, 25.0091664"
33980,10148,大觀國小,Daguan Elementary School,53,,1,121.449581,25.008563,大觀路一段31號對面(向西),"121.449581, 25.008563"
181088,17557,輕軌新和國小站(水工大樓),LRT Xinhe Elementary School Sta.(Hydraulic building),14,,0,121.517953,24.983806,安和路三段83號對面(向北),"121.517953, 24.983806"
181089,17557,新和國小,Xinhe Elementary School,15,,0,121.517283,24.985335,安和路三段(向西),"121.517283, 24.985335"
196418,10196,三峽國中一,Sanxia Junior High School I,145,0,1,121.369821,24.938765,新北市三峽區復興路177巷對面,"121.369821, 24.938765"
196422,16585,三峽國中一,Sanxia Junior High School I,30,0,1,121.369186,24.938689,三峽區復興路179-5號(向東),"121.369186, 24.938689"
196426,16666,樹林火車站,ShuLin Train Station,26,0,0,121.4250222,24.991036,樹林區鎮前街69號,"121.4250222, 24.991036"
34409,10161,變電所,Transformer Station,61,,1,121.470588,24.989443,金城路三段231號對向(向南),"121.470588, 24.989443"
34411,10161,永豐路口,Yongfeng Rd. Entrance,63,,1,121.4659091,24.98695477,金城路三段39號(向南),"121.4659091, 24.98695477"
34412,10161,清水國小,Qingshui Elementary School,64,,1,121.462148,24.985487,金城路二段356號同向(向西),"121.462148, 24.985487"
34414,10161,清水,Qingshui,65,,1,121.45903,24.98216,青雲路192號同向(向南),"121.45903, 24.98216"
34415,10161,清水派出所,Qingshui Police Station,66,,1,121.458958,24.9797378,青雲路256號同向(向南),"121.458958, 24.9797378"
34416,10161,檳榔科,Binlangke,67,,1,121.45886,24.97754,青雲路329號對向(向南),"121.45886, 24.97754"
33929,10148,樹林仁愛醫院,Shulin Renai Hospital,30,-1,0,121.42122,24.98764,中山路ㄧ段193號同向(向東),"121.42122, 24.98764"
34006,10148,阿四坑,Asikeng,80,,1,121.3700954,24.95833731,中正一路137電桿對面(向西),"121.3700954, 24.95833731"
34007,10148,牛灶坑,Niuzaokeng,81,-1,1,121.36458,24.9566,中正一路建德門社區大門西側(向西),"121.36458, 24.9566"
34008,10148,高明寺,Gaoming Temple,82,,1,121.36216,24.95699,中正一路441號同向(向西),"121.36216, 24.95699"
34010,10148,鶯歌火車站,Yingge Rail Sta.,84,-1,1,121.354993,24.955077,鶯歌區仁愛路火車站前全家門口(向南),"121.354993, 24.955077"
34014,10148,陶瓷博物館,Yingge Ceramics Museum,89,-1,1,121.352637,24.94957114,文化路200號(向南),"121.352637, 24.94957114"
34016,10148,客家文化園區,Hakka Museum,90,-1,1,121.356116,24.940893,新北市鶯歌區三鶯路11號對面,"121.356116, 24.940893"
34018,10148,臺北大學(三峽校區),Nat'l Taipei U. (Sanxia Campus),92,-1,1,121.36797,24.938865,復興路255之1號(向東),"121.36797, 24.938865"
34019,10148,三峽國中,Sanxia Junior High School,94,-1,1,121.370724,24.938309,復興路168號同向(向東),"121.370724, 24.938309"
34020,10148,復興路,Fuxing Rd.,95,-1,1,121.3726289,24.937495,新北市三峽區復興路11號,"121.3726289, 24.937495"
34021,10148,三峽老街(民生街),Sanxia Old St.(Minsheng St.),96,-1,1,121.37406,24.93569,民生街96號(向南),"121.37406, 24.93569"
34023,10148,文化路,Wenhua Rd.,97,,1,121.3709167,24.936243,新北市三峽區文化路122號,"121.3709167, 24.936243"
34417,10161,清和里,Qinghe Li,68,,1,121.45866,24.974487,青雲路459號對面(向南),"121.45866, 24.974487"
34418,10161,宏國德霖科技大學,Hungkuo Delin University of Technology,69,-1,1,121.458723,24.973024,青雲路406號同向(向南),"121.458723, 24.973024"
34419,10161,清化里,Qinghua Village,70,,1,121.459344,24.971437,青雲路589號同向(向南),"121.459344, 24.971437"
34420,10161,少年觀護所,Juvenile Detention and Classification House,71,-1,1,121.459496,24.969587,石門路2巷口(向南),"121.459496, 24.969587"
34433,10171,連城中正路口,Liancheng Zhongzheng Intersection,2,,0,121.484217,24.996296,連城路292號(向西),"121.484217, 24.996296"
34434,10171,連城路,Liancheng Rd.,3,,0,121.482763,24.995775,連城路344-1號(向西),"121.482763, 24.995775"
34437,10171,積穗國中,Jisui Junior High School,6,,0,121.4813353,25.0006,員山路198號(向北),"121.4813353, 25.0006"
34438,10171,員山公園,Yuanshan Park,7,-1,0,121.4810458,25.00346806,員山路370-374號(向北),"121.4810458, 25.00346806"
34439,10171,積穗,Jisui,8,,0,121.48095,25.00543,中山路二段648號對面(向東),"121.48095, 25.00543"
34145,10151,十三公,Shisangong,1,,0,121.430021,24.998244,樹新路233號斜對面(向北),"121.430021, 24.998244"
34146,10151,圳福里,ZunFu Village,2,-1,0,121.431245,25.000554,新北市樹林區樹新路225號對面(向北),"121.431245, 25.000554"
34441,10171,捷運橋和站,MRT Qiaohe Sta.,11,-1,0,121.490119,25.004677,中和區板南路430號對面(向東),"121.490119, 25.004677"
34442,10171,中山錦和路口,Zhongshan & Jinhe Intersection,10,-1,0,121.486227,25.004805,中山路二段403號同向(向東),"121.486227, 25.004805"
34444,10171,中和保養廠,Zhonghe Maintenance Plant,12,,0,121.492374,25.002543,中山路二段347號(向東),"121.492374, 25.002543"
34445,10171,家美工業區,Jiamei industrial Area,13,-1,0,121.493912,25.002028,中山路二段317號(向東),"121.493912, 25.002028"
34446,10171,華中橋,Huazhong Bridge,15,,0,121.496762,25.003062,景平路722號同向(向北),"121.496762, 25.003062"
34448,10171,萬大國小,Wanda Elementary School,17,,0,121.4998941,25.0232907,萬大路333-335號同向(向北),"121.4998941, 25.0232907"
34449,10171,德昌街口,Dechang St. Intersection,18,,0,121.500485,25.025045,萬大路291-297號同向(向北),"121.500485, 25.025045"
181090,17557,三介廟,Sanjie Temple,16,,0,121.513308,24.988375,景新街457號同向(向西),"121.513308, 24.988375"
181091,17557,景新街,Jingxin St.,17,,0,121.512485,24.989999,景新街403號至413號前(向西),"121.512485, 24.989999"
34167,10151,樹林農會,Shulin Farmers Association,27,,0,121.41745,24.98766,復興街290號同向(向南),"121.41745, 24.98766"
34168,10151,海明寺,Haiming Temple,28,,0,121.418065,24.98527587,中山路一段414號對向(向北),"121.418065, 24.98527587"
34170,10151,育英街口,Yuying St. Intersection,30,,0,121.422411,24.989525,中山路一段143號同向(向北),"121.422411, 24.989525"
34171,10151,樹林後火車站,Shulin Train Station Rear,31,-1,0,121.423739,24.991841,後站街8號對向(向北),"121.423739, 24.991841"
34172,10151,中山路口,Zhongshan Rd. Intersection,32,,0,121.424598,24.99329752,中山路一段27-7號(向北),"121.424598, 24.99329752"
34173,10151,濟安宮(保安街),Jian Temple,33,-1,0,121.427446,24.993247,保安街一段(向東),"121.427446, 24.993247"
34176,10151,福安里,Fuan Village,36,,0,121.4410403,24.997312,大觀路二段391號(向北),"121.4410403, 24.997312"
34179,10151,中山實小,Zhongshan Experimental Elementary School,39,,0,121.446636,25.00256772,大觀路二段28號(向北),"121.446636, 25.00256772"
34450,10171,西藏路口,Xizang Rd. Intersection,19,,0,121.500599,25.028737,萬大路143-147號同向(向北),"121.500599, 25.028737"
34452,10171,萬華車站,Wanhua Station,22,,0,121.501128,25.033974,康定路廣二廣長旁停車彎(向北),"121.501128, 25.033974"
34453,10171,捷運龍山寺站,MRT Longshan Temple Station,23,,0,121.5004797,25.03542208,和平西路三段105號同向(向西),"121.5004797, 25.03542208"
34454,10171,龍山寺(西園),Longshan Temple(Xiyuan),24,,0,121.4996729,25.03777047,西園路一段131號同向(向北),"121.4996729, 25.03777047"
34455,10171,桂林路,Guilin Rd.,25,,0,121.501064,25.03837413,桂林路84之1號同向(向東),"121.501064, 25.03837413"
34456,10171,龍山寺(康定),Longshan Temple(Kangding),26,,0,121.5012851,25.03630505,康定路191號對面(向南),"121.5012851, 25.03630505"
34457,10171,萬華車站,Wanhua Station,27,,1,121.5010585,25.03486363,康定路348號同向(向南),"121.5010585, 25.03486363"
34458,10171,萬大路,Wanda Rd.,29,,1,121.500473,25.030744,萬大路76號同向(向南),"121.500473, 25.030744"
34181,10151,大觀國小,Daguan Elementary School,41,,0,121.44981,25.00837,大觀路一段31號(向東),"121.44981, 25.00837"
34182,10151,接雲寺,Jieyun Temple,42,-1,0,121.45425,25.00964,西門街55巷11號(向北),"121.45425, 25.00964"
34184,10151,北門街,Beimen St.,44,-1,0,121.456883,25.010986,板橋區北門街15號前(向東),"121.456883, 25.010986"
34187,10151,板橋車站(文化路),Banqiao Rail Sta.(Wenhua Rd.),47,,0,121.462964,25.015838,文化路一段161號對向(向北),"121.462964, 25.015838"
59775,10732,安和路口,Anhe Rd. Intersection,60,-1,0,121.5068105,24.99802917,中和路248號同向(向西),"121.5068105, 24.99802917"
59776,10732,國泰新村(興隆),Guotai New Village(Xinglong),87,,1,121.562389,24.98292781,興隆路四段205號(向北),"121.562389, 24.98292781"
34188,10151,中山國中,Zhongshan Junior High School,48,,0,121.465129,25.018614,文化路一段120號同向(向北),"121.465129, 25.018614"
33898,10148,三峽國小(三鶯國民運動中心),Sanxia Elementary School(Sanying Civil Sports Center),1,-1,0,121.369458,24.935981,地標同向 (向東),"121.369458, 24.935981"
33899,10148,新興街口,Xinxing St. Entrance,2,,0,121.372124,24.936067,文化路63號(向東),"121.372124, 24.936067"
33900,10148,三峽老街(民生街),Sanxia Old St.(Minsheng St.),3,-1,0,121.3741,24.935495,民生街105號(向北),"121.3741, 24.935495"
33902,10148,三峽國中,Sanxia Junior High School,5,-1,0,121.370933,24.938441,復興路153號(向西),"121.370933, 24.938441"
33903,10148,臺北大學(三峽校區),Nat'l Taipei U. (Sanxia Campus),7,-1,0,121.367802,24.939065,復興路255之1號對面(向西),"121.367802, 24.939065"
33904,10148,恩主公醫院,Enzhugong Hospital,8,-1,0,121.3635229,24.93883104,復興路373號對面(向西),"121.3635229, 24.93883104"
33905,10148,客家文化園區,Hakka Museum,9,,0,121.3563861,24.94094701,地標同向(向南),"121.3563861, 24.94094701"
33907,10148,陶瓷博物館,Yingge Ceramics Museum,10,-1,0,121.352531,24.950267,文化路395號前(向北),"121.352531, 24.950267"
33909,10148,中鶯,Zhongying,11,-1,0,121.352304,24.955016,中正一路108號(向北),"121.352304, 24.955016"
33910,10148,鶯歌區公所,Yingge District Office,12,-1,0,121.353589,24.956357,鶯歌區仁愛路13號對面(向東),"121.353589, 24.956357"
33911,10148,北鶯社區,Beiying Community,14,-1,0,121.356936,24.956605,建國路6號對面(向北),"121.356936, 24.956605"
33912,10148,高明寺,Gaoming Temple,15,,0,121.362471,24.956647,中正一路444號(向東),"121.362471, 24.956647"
33913,10148,牛灶坑,Niuzaokeng,16,-1,0,121.364477,24.95636,中正一路460號(向東),"121.364477, 24.95636"
33915,10148,茶山,Chashan,17,,0,121.371496,24.95874,茶山同向(向東),"121.371496, 24.95874"
33916,10148,阿南坑,Anankeng,18,-1,0,121.37683,24.96213,中正一路499號對向(向北),"121.37683, 24.96213"
33917,10148,風路坑,Fenglukeng,19,-1,0,121.38283,24.966162,中山路三段206號對向(向北),"121.38283, 24.966162"
33918,10148,樂山,Leshan,20,-1,0,121.386036,24.96824056,中山路三段200號對面(向北),"121.386036, 24.96824056"
33919,10148,淨律寺,Jinglu Temple,21,-1,0,121.38873,24.96984,中山路三段180號(向北),"121.38873, 24.96984"
33923,10148,山佳國小,Sanjia Elementary School,24,-1,0,121.401953,24.975625,中山路三段237號(向北),"121.401953, 24.975625"
33924,10148,東山,Dongshan,25,-1,0,121.40695,24.97919,中山路二段131號(向北),"121.40695, 24.97919"
33926,10148,東昇福德宮,Dongsheng Fude Temple,27,-1,0,121.412604,24.982578,中山路二段156之2號對面(向北),"121.412604, 24.982578"
33927,10148,東昇公園,Dongsheng Park,28,-1,0,121.415842,24.984168,新北市樹林區中山路2段68號對面(向北),"121.415842, 24.984168"
198789,16717,內南里,Neinan Village,4,0,0,121.504014,24.982892,,"121.504014, 24.982892"
198802,16950,職員宿舍觀景台,Staff Dorm ScenicOverlook,22,0,0,121.86129,25.123265,,"121.86129, 25.123265"
198803,16950,銅?仔,Tongkuangzai,23,0,0,121.861348,25.118833,,"121.861348, 25.118833"
198804,16950,洞頂路101巷,Dongding Rd. Lane 101,24,0,0,121.860769,25.120035,,"121.860769, 25.120035"
34147,10151,圳安里,ZunAn Village,5,-1,0,121.427744,25.005066,俊英街96號同向(向西),"121.427744, 25.005066"
34148,10151,新日興,XinRiXing Company,6,,0,121.4263218,25.007465,新北市樹林區俊英街174號(向西),"121.4263218, 25.007465"
34149,10151,圳民里,ZunMin Village,8,-1,0,121.4244533,25.011713,新北市樹林區俊英街141號對面(向北),"121.4244533, 25.011713"
34150,10151,三俊街口,SanJun St. Intersection,9,,0,121.4231396,25.01413145,三俊街口(向西),"121.4231396, 25.01413145"
34151,10151,三俊街,Sanjun St.,10,-1,0,121.4203598,25.015508,新北市樹林區三俊街213號同向(向西),"121.4203598, 25.015508"
34152,10151,俊興街口,JunXing St. Intersection,11,-1,0,121.4176708,25.015585,新北市樹林區三俊街119號同向(向西),"121.4176708, 25.015585"
34153,10151,高印公司,GaoYin Company,12,-1,0,121.413921,25.015699,樹林區三俊街86號對面(向西),"121.413921, 25.015699"
34154,10151,公路新村,Gonglu New Village,13,,0,121.410695,25.014922,中正路572號對向(向東),"121.410695, 25.014922"
34155,10151,三多里,SanDuo Village,14,,0,121.4121818,25.01301809,中正路504號對向(向東),"121.4121818, 25.01301809"
34157,10151,世紀,Shiji,16,-1,0,121.412454,25.009174,保安路二段339號對面(向北),"121.412454, 25.009174"
34158,10151,中華電信,"Chunghwa Telecom Co.,Ltd",17,-1,0,121.412371,25.007453,保安街二段331號同向(向南),"121.412371, 25.007453"
34159,10151,光華,Guanghua,18,-1,0,121.412873,25.005212,新北市樹林區保安街二段267巷口(向南),"121.412873, 25.005212"
34160,10151,武林國小,Wulin Elementary School,20,-1,0,121.415266,25.002505,保安街二段161號對面(向北),"121.415266, 25.002505"
34161,10151,工業區,Industrial District,21,-1,0,121.415994,25.000401,樹林區保安街二段59號(向南),"121.415994, 25.000401"
34162,10151,潭底,TanDi,22,-1,0,121.418579,24.997451,安街一段316號對向(向東),"121.418579, 24.997451"
34163,10151,三東紡織,Sandong Textile Factory,23,,0,121.42196,24.99529,保安街一段89號同向(向南),"121.42196, 24.99529"
34164,10151,復興路,Fuxing Rd.,24,,0,121.422578,24.99463,新北市樹林區復興路(向南),"121.422578, 24.99463"
34165,10151,長壽公園,Temporary Stop,25,-1,0,121.421478,24.993269,樹林區復興路94號對面(向南),"121.421478, 24.993269"
34166,10151,樹林國小,Shulin Elementary School,26,,0,121.419531,24.990344,新北市樹林區樹林國小(向南),"121.419531, 24.990344"
34373,10161,埔墘(三民路),Puqian(Sanmin Rd.),23,-1,0,121.479351,25.01784,三民路二段31號(向北),"121.479351, 25.01784"
34374,10161,翠華新村,Cuihua New Village,24,,0,121.47961,25.022082,三民路一段63號(向北),"121.47961, 25.022082"
34376,10161,大同街口,Datong St. Entrance,26,,0,121.476954,25.025965,板橋區雙十路二段6號(向北),"121.476954, 25.025965"
58989,15224,集應廟,Yingji Temple 本路線實施行駛外側車道依序進站載客,58,,1,121.48985,25.14254282,稻香路147號對向(向北),"121.48985, 25.14254282"
59855,10474,捷運菜寮站,MRT Cailiao Sta.,44,,1,121.490697,25.059479,重新路3段捷運菜寮站A出入口前(向南),"121.490697, 25.059479"
