name,city,dist,address,latitude,longitude
竹圍段894-7公園,淡水區,民權里,淡水區民權路187巷旁(水紀元社區後方),25.13306,121.459959
馬偕段151-2地號 ,淡水區,八勢里,淡水區民權路一段3巷內,25.14339,121.462103
新北市忠烈祠(非公園),淡水區,油車里,新北市淡水區中正路1段6巷31號,25.179209,121.428256
原英商嘉士洋行倉庫(園區土地),淡水區,幸福里,新北市淡水區鼻頭街22號,25.166188,121.446984
淡水海關碼頭園區,淡水區,文化里,新北市淡水區中正路259號,25.175414,121.431667
金色水岸河濱公園,淡水區,草東里,河川區域,25.168905,121.441507
馬偕段151-2公園 ,淡水區,八勢里,民權路一段3巷內,25.14339,121.462103
新北綠家園(沙崙222-4),淡水區,大庄里,淡海路182巷口,25.184815,121.420425
北投子溪兩側綠帶,淡水區,北投里,福德宮後方廣場、中山北路1段285巷口綠帶,25.182298,121.444905
新北綠家園(中正段573),淡水區,新生里,淡水郵局正對面,25.171995,121.437787
海天段433地號公園,淡水區,八勢里,淡水區中正東路與八勢一街口,25.155831,121.459551
正德442,淡水區,水碓里,新北市淡水區大勇街20號旁,121.442244,25.175246
中正461,淡水區,民安里,新北市淡水區中正路230-1號旁,121.439218,25.170559
米蘭556,淡水區,竿蓁里,新北市淡水區坪頂路51巷口,121.457925,25.162664
紅毛城765,淡水區,文化里,新北市淡水區真理街6-4號對面,121.437424,25.173628
淡海73,淡水區,崁頂里,淡水區新市二路二段及沙崙路一段交口西南側,121.429523,25.194442
新市鎮寵物公園(淡水寵物微型公園),淡水區,崁頂里,新北市淡水區新市二路二段,25.194613,121.4296
濱海網球場,淡水區,崁頂里,濱海路三段與崁頂五路交界,25.194197,121.420147
北投新市公園,淡水區,北投里,新市一路三段101巷17弄32號對面,25.183718,121.444988
新濱公園,淡水區,崁頂里,淡水區新市二路及濱海路交叉口,25.19789967,121.4208886
中興929等,淡水區,中興里,新北市淡水區水源街一段47巷2號旁,121.443962,25.172629
吉安公園,瑞芳區,吉安里,新北市政府消防局第六大隊瑞亭分隊旁,25.108949,121.8086913
吉慶公園,瑞芳區,吉慶里,吉慶里吉安宮右側附近,25.102812,121.762633
安德公園,瑞芳區,東和里,東和里安德宮旁,25.1078196,121.7995643
瑞芳公園,瑞芳區,柑坪里,102線道瑞柑陸橋前平交道(瑞福宮)附近,25.109135,121.820362
榮興公園,瑞芳區,深澳里,台2線71.5公里左側,25.120878,121.8230306
蝙蝠洞公園,瑞芳區,海濱里,台2線75公里處附近,25.126082,121.831566
濱二路公園,瑞芳區,海濱里,海濱里中油加油站後斜方,25.1215289,121.8286
上天河濱公園,瑞芳區,上天里,河川區域,25.10001669,121.7603777
酋長岩公園,瑞芳區,深澳里,海巡署深澳漁港安檢所旁,25.01229,121.46557
爪峰河濱公園,瑞芳區,爪峰里,台2丁線瑞芳橋右側附近,25.0833739,121.840933
瑞芳區立棒球場,瑞芳區,新峰里,新柑橋右側橋台附近,25.1064067,121.818629
傑魚河濱公園,瑞芳區,傑魚里,靜安路四段94號旁巷道進入,25.1102875,121.7932591
頌德公園,瑞芳區,頌德里,輕便路,25.1084966,121.8402357
大社公園,瑞芳區,瑞濱里,建基路一段50巷旁,25.1274907,121.8173628
龍山里休閒廣場,瑞芳區,龍山里,逢甲路225號斜對面,25.1117448,121.8028251
東和里抽水站公園,瑞芳區,東和里,東和抽水站旁,25.1068669,121.8031213
瓜山公園,瑞芳區,瓜山里,保民堂後方,25.1060023,121.853732
大寮派出所休閒場所,瑞芳區,傑魚里,大寮派出所後方,25.1067925,121.7874879
武丹坑休閒場所,瑞芳區,新山里,武丹坑旁,25.108782,121.851786
蝙蝠橋旁小公園 ,瑞芳區,海濱里,海濱里蝙蝠橋旁,25.125691,121.832685
新北市立黃金博物館,瑞芳區,銅山里,新北市瑞芳區金光路8號,25.108368,121.856733
瑞芳運動公園,瑞芳區,新峰里,瑞芳區員山子路、蛇子形路、明燈路一段45巷路口,25.10263,121.82182
瑞芳區高灘地園區,瑞芳區,上天里,河川區域無住址,25.099512,121.76187
建成公園,瑞芳區,龍興里,瑞芳區中正路,25.10706158,121.8086356
廣停三公園,五股區,成功里,新五路3段與新城五路口,25.091681,121.44786
水碓景觀公園,五股區,水碓里,新北市五股區水碓二路接外寮路,25.073715,121.42909
石德公園,五股區,水碓里,新北市五股區水碓路與水碓一路交叉,25.072412,121.431823
獅子頭景觀公園,五股區,集福里,新北市五股區孝義路,25.107749,121.452551
成州公園,五股區,成州里,新北市五股區西雲路435巷底,25.098082,121.449017
民義公園,五股區,民義里,新北市五股區五福路五福橋旁,25.088206,121.434546
坑口公園,五股區,五股里,新北市五股區工商路85巷及成泰路2段91巷交叉,25.084529,121.437566
二支郵局對面公園,五股區,五股里,新北市五股區中興路4段48巷19號對面,25.083589,121.43864
朝陽公園,五股區,水碓里,新北市五股區明德路12巷.自強路87巷,25.072065,121.433334
德音兒童休憩公園,五股區,德音里,新北市五股區蓬萊路6巷.成泰路2段235巷交叉處,25.080509,121.435779
自然湧泉公園,五股區,德音里,新北市五股區成泰路1段189巷底,25.07876,121.434105
成德公園,五股區,成德里,新北市五股區成泰路四段與成州八路交叉口,25.105224,121.453094
洲子洋公園,五股區,成功里 成州里,新北市五股區成泰路與洲子路交岔口,25.094861,121.44854
芳洲公園,五股區,成泰里,新北市五股區芳洲二路與芳洲五路交岔口,25.086905,121.444956
新五公園,五股區,成泰里,新北市五股區新五路與中興路交岔口,25.083323,121.441601
綠六綠地,五股區,五福里,新北市五股區成泰路二段195巷口.五洲橋旁,25.086409,121.439521
成德人行廣場,五股區,成德里,新北市五股區成泰路三段成州派出所旁,25.10128,121.451674
五股防災體健公園,五股區,成德里,新北市五股區成泰路三段與成州八路交叉,25.104542,121.453427
御史路小公園,五股區,成泰里,新北市五股區御史路1巷105號旁,25.091901,121.441092
綠地,五股區,成泰里,新五路與新城一路間,25.087354,121.443049
綠地,五股區,成泰里,新五路與芳洲二路(芳洲七路),25.0877,121.445196
綠地,五股區,成泰里,新五路與芳洲二路間,25.086786,121.444008
綠地,五股區,成泰里,新城八路與新城六路間,25.091407,121.445779
綠地,五股區,成泰里,成泰路與新城八路間,25.091749,121.445295
綠地,五股區,成泰里,新五路與新城六路間,25.091161,121.446159
綠地,五股區,成泰里,芳洲路與芳洲一路間,25.084723,121.443504
綠地,五股區,水碓里,水碓一路,25.0724094,121.4317171
德音休閒廣場,五股區,德音里,蓬萊路10號旁,25.079714,121.434985
福德新北綠家園,五股區,福德里,登林路近成泰路一段,25.068909,121.435013
成功運動公園,五股區,成功里,西雲路100巷,25.093103,121.445171
疏洪蘆堤公園,五股區,無,null,25.085045,121.454528
疏洪生態公園,五股區,無,新北市五股區一號越堤道,25.098049,121.456537
水碓新北綠家園,五股區,水碓里,明德路12巷旁,25.071732,121.433428
成泰新北綠家園,五股區,五股里,新北市五股區成泰路三段6之1號西側,25.087177,121.44105
竹郵樂,五股區,更寮里,新北市五股區中興路三段北側,25.081064,121.445917
環保藝術公園,五股區,更寮里,新北市五股區中興路2段192巷進入(寵物公園),25.08401645,121.4438056
新冪境公園,五股區,更寮里,五股區中興路3段201號旁,25.078235,121.44156
心環原公園,五股區,更寮里,新北市五股區中興路2段192巷進入,25.0840327,121.4460017
五股夏綠地5區,五股區,更寮里,新北市五股區中興路三段西北側(192巷小公園),121.441997,25.082236
五股夏綠地6區,五股區,更寮里,新北市五股區中興路四段1之6號西側(加油站進去),121.441188,25.078874
抽水站旁綠地,五股區,更寮里,新北市五股區中興路三段2巷10號北側,121.447729,25.084383
天乙公園,五股區,集賢里,新北市五股區天乙路81號對面,25.104914,121.448035
登林999-11,五股區,德泰里,新北市泰山區明志路一段19巷5弄,121.436404,25.06568
微風運河,五股區,null,248新北市五股區,25.09596311,121.458757
五股獅子頭山水匯集廣場,五股區,集福里,新北市五股區成泰路四段22巷底旁臨河側,25.11200773,121.457813
黎明公園,泰山區,黎明里,泰林路黎明路口,25.063495,121.420919
義學坑自然公園,泰山區,明志里,明志路西側山區,25.049275,121.423699
文程廣場,泰山區,義仁里,明志路2段文程路口,25.050452,121.427955
後山公園,泰山區,同榮里與山腳里,明志路一段(公所後方),25.06018,121.431077
山腳公園,泰山區,山腳里,忠孝街19巷3弄旁河堤邊,25.06623,121.426184
三角公園,泰山區,黎明里,泰林路三段大轉彎處,25.073401,121.402904
貴子兒童公園,泰山區,貴子里,明志路3段74巷,25.041937,121.423561
貴和兒童公園,泰山區,貴和里,明志路三段(飛指部對面),25.034707,121.421846
辭修公園,泰山區,同榮里,辭修路底,25.05734,121.427557
楓樹腳公園,泰山區,楓樹里,楓江路26巷,25.061484,121.435053
同興公園,泰山區,同興里,仁義路、仁愛路口,25.055372,121.431905
和平公園,泰山區,楓樹里,和平街27巷旁,25.064582,121.435116
全興公園,泰山區,同興里,全興路7巷對面,25.058664,121.431788
福泰公園,泰山區,福興里,全興路25巷口,25.058861,121.433038
福興公園,泰山區,福興里,福興三街、泰林路口,25.058296,121.434612
仁愛公園,泰山區,福興里,仁德路(加油站斜對面),25.056933,121.435023
文史影像公園,泰山區,同榮里,明志路一段352巷底,25.059403,121.429761
楓樹河濱公園,泰山區,楓樹里,和平街底,25.065714,121.43614
崩崁腳公園,泰山區,大科里,大科路與大科一路口,25.056232,121.402613
黎明步道花園,泰山區,黎明里,泰林路2段542巷進入大窠溪旁,25.0643443,121.422602
未命名,泰山區,義仁里,信華五街旁,25.043777,121.439744
應化大排生態園區,泰山區,明志里,應化街內,25.044694,121.423283
泰山捷運公園,泰山區,義仁里,泰林路與文程路路口,25.050054,121.439648
黎明步道花園,泰山區,黎明里,黎明步道花園旁,25.063658,121.421597
泰山區半山雅路簡易綠美化據點,泰山區,黎明里,泰山區半山雅路,25.067033,121.431524
泰山區中山578-2地號簡易綠美化,泰山區,貴子里及貴和里,泰山區明志路三段204巷,25.038248,121.421861
仁德公園,泰山區,全興里,全興路與仁德路交叉口,25.056681,121.433663
新明里簡易綠美化,泰山區,新明里,新北市泰山區民國街內,25.042872,121.425861
貴子里簡易綠美化,泰山區,貴子里,新北市泰山區明志路三段42巷底,25.042711,121.423835
新北綠家園泰山區同榮段587地號基地,泰山區,義學里,泰山區明志路136巷18弄,25.052091,121.426786
泰山體育園區,泰山區,同榮里,公園路54號,25.055079,121.427966
南林生態公園,泰山區,大科里,新北市泰山區南林路底,25.049563,121.417209
大窠1470,泰山區,大科里,新北市泰山區大科一路301巷口,121.404482,25.055145
公鄰46,林口區,東林里,中正路與泰林路三段路口(東林托兒所下方),25.07705,121.398421
麗林福德公園,林口區,麗林里,公園路與文化一路一段15巷路口,25.069485,121.368768
麗園公園,林口區,麗園里,麗園路與麗園路52巷口,25.069401,121.373409
婦幼公園,林口區,東勢里,文化一路一段與麗園一街9巷之間,25.072364,121.377333
四維公園,林口區,西林里,四維路與佳林路口,25.07517,121.381102
林口社區運動公園(小熊公園),林口區,仁愛里,仁愛路二段、文化一路一段、公園路及仁愛一路之間,25.07426721,121.3757002
自強公園,林口區,東林里,中正路、中山路及粉寮路一段交接處,25.078196,121.397036
扶輪公園,林口區,南勢里,文化二路一段、忠孝路及文化三路一段路口,25.073033,121.368414
湖南公園,林口區,湖南里,民權路165號(湖南市民活動中心)旁,25.084378,121.374312
大崙公園,林口區,南勢里,南勢二街,25.077207,121.359469
井泉公園,林口區,南勢里,南勢二街85巷與南勢四街82巷之間 ,25.069983,121.355903
松柏公園,林口區,中湖里,松柏路,25.091015,121.379321
文林公園,林口區,湖南里,文林二街與文林三街之間,25.08727,121.375596
翰林公園,林口區,湖南里,民權路與文林六街62巷轉角之間,25.081481,121.372406
力行公園,林口區,南勢里,民族路、文化北路一段526巷及文化北路一段542巷路口,25.077828,121.368901
立德公園,林口區,南勢里,民族路與仁愛二路口,25.07647,121.367369
立言公園,林口區,南勢里,忠孝一路與三民路口,25.07317977,121.3625379
立功公園,林口區,南勢里,三民路轉角與文化北路一段60巷轉角之間,25.06776998,121.35835
宗北公園,林口區,中湖里,中北二街轉角與民享路轉角之間,25.088109,121.384567
一品公園,林口區,中湖里,中華一路與民享路口、中北三街,25.083846,121.382824
東湖公園,林口區,西林里,東湖路75巷與東湖路93巷之間,25.07236,121.384761
隆林公園,林口區,西林里,隆林街,25.075361,121.387868
仁愛公園,林口區,林口里,仁愛路一段211巷轉角處、足夢公園旁,25.074507,121.397124
興林公園,林口區,西林里,興林一街,25.072839,121.392076
富貴森林公園,林口區,湖南里,富貴路內,25.08214,121.377574
南勢公園,林口區,南勢里,忠孝一路與南勢二街路口(南勢國小旁),25.073996,121.358824
新寮公園,林口區,林口里,仁愛路一段83巷轉角,25.070217,121.396874
樂活公園,林口區,麗園里、東勢里,忠孝路(崇林國中後),25.066847,121.376205
東明公園,林口區,西林里,興林一街、興林路195巷及興林一街86巷之間,25.072217,121.390502
公鄰43,林口區,東林里,自強五街旁,25.076523,121.398659
樹林口公園,林口區,林口里,中山路與中原街路口附近,25.078374,121.393245
仁愛籃球場,林口區,仁愛里,忠孝路與公園路口,25.071288,121.369962
麗園籃球場,林口區,麗園里,忠孝路與忠孝路542巷口,25.067973,121.372937
東勢籃球場,林口區,東勢里,忠孝路與忠孝路622巷口,25.068206,121.378127
市17跳跳糖兒童遊戲場,林口區,西林里,興林路、興林一街及興林路151巷之間,25.0736732,121.3896417
足夢公園(文小18),林口區,林口里,仁愛路一段與粉寮路一段路口,25.07544419,121.3960709
新林段775-1地號小公園,林口區,西林里,興林路與東湖路口,25.073861,121.389089
東林街綠帶,林口區,東林里,東林街轉角,25.079757,121.394166
興林口公園,林口區,林口里,新北市林口區仁愛路一段378號(新北市林口區公所)旁,25.076833,121.389482
727地號公園,林口區,菁湖里,竹林路與竹林路412巷路口附近,25.08464461,121.3894979
南勢六街新北綠家園,林口區,南勢里,南勢六街轉角處,25.07243047,121.3543181
銅雕公園,林口區,林口里,中山路與中正路口,25.0775,121.397411
櫻花公園,林口區,湖南里,文化二路二段、中華一路及文化三路二段交接(林口國民運動中心旁),25.085452,121.380263
林口段597地號小公園,林口區,菁湖里,竹林路與林口路124巷路口,25.08232545,121.3894709
新林段775-1,林口區,西林里,新北市林口區興林路東湖路交叉口西南側,121.389112,25.073853
吉祥公園,林口區,湖南里,新北市林口區吉祥路,25.08050514,121.3760817
萬福公園,深坑區,萬福里,北深路3段158巷內,25.00441,121.60248
深坑兒童遊戲場,深坑區,深坑里,文化街及平埔街口,25.0016,121.61574
帝品苑旁兒童遊戲場,深坑區,萬順里,北深路三段155巷內,25.00213,121.60144
北深路155巷綠地,深坑區,萬順里,北深路三段155巷內,25.00318,121.60239
埔新274,深坑區,深坑里,新北市深坑區深坑里文化街17巷,25.00092,121.61994
土庫樂活廣場,深坑區,土庫里,新北市深坑區北深路一段83巷8弄36號,25.01005,121.63461
二格公園,石碇區,格頭里,北宜公路 23 公里處,24.956777,121.623978
兒三公園,三芝區,埔坪里,淡金路二段87巷內,25.259653,121.504844
兒一公園,三芝區,埔頭里,公正街上,25.257228,121.499413
兒二公園,三芝區,埔頭里,長勤街上,25.256345,121.50062
櫻花公園,三芝區,埔頭里,埔頭橋邊101線旁,25.251044,121.501457
福成社區公園,三芝區,埔頭里,公所前,25.258,121.500835
福德水車園區,三芝區,福德里,福德生態園區,25.247074,121.507602
芝蘭社區公園,三芝區,後厝里,後厝里淺水灣附近,25.253448,121.472449
智成公園,三芝區,錫板里,智成堂附近,25.257237,121.478647
海灣公園,三芝區,錫板里,錫板里大嘉好加油站附近,25.260139,121.475858
興華驛站,三芝區,興華里,興華國小旁,25.203906,121.502287
根德水車園區,三芝區,古庄里,根德水車園區,25.261194,121.489556
南勢崗公園,三芝區,錫板里,南勢崗往玉堂海釣場入口處,25.26239,121.479346
錫板段海尾小段19地號公園,三芝區,錫板里,台二線錫板公車站旁,25.258191,121.476695
自行車公園,三芝區,新庄里,三和市民活動中心旁,25.268775,121.50135
乾華濱海廣場,石門區,乾華里,新北市石門區阿里磅1-1號旁,25.293181,121.585005
石門洞遊憩區,石門區,尖鹿里,新北市石門區尖鹿里中央路37之2號(五龍宮)斜對面,25.295213,121.567952
新幸福公園,石門區,尖鹿里,新北市石門區中山路62之7號對面,121.5666739,25.290553
福安公園,石門區,尖鹿里,新北市石門區尖鹿里中山路70之5號前,25.291614,121.568152
魔法廣場,石門區,茂林里,新北市石門區茂林里坪林20號前,25.269029,121.593075
幸福雙心公園,石門區,富基里,台2線與老梅路、淡金公路交會處,25.28902305,121.5415353
北河公園,八里區,大崁里,新北市八里區忠孝路與忠八街路口,25.16096831,121.4202928
南山公園,八里區,大崁里,新北市八里區賢三街30號對面,25.15857256,121.4186447
文昌公園,八里區,埤頭里,新北市八里區中山路一段與文昌路口,25.1568586,121.410733
狀元公園,八里區,舊城里,新北市八里區文昌五街與狀元路口,25.15438655,121.4103385
片仔溝公園,八里區,舊城里,新北市八里區中華路二段258巷與中華路口,25.15021716,121.4057624
舊城公園,八里區,舊城里,新北市八里區中山路二段303巷底,25.14766811,121.4014849
商港一路綠地,八里區,訊塘里,新北市八里區中山路二段500巷與商港一路交叉街口,25.14767199,121.3969198
訊塘社區公園,八里區,訊塘里,新北市八里區商港路與中山路二段路口,25.14563487,121.3962236
十三行文化公園,八里區,埤頭里,博物館路(清潔隊旁),25.165252,121.413239
陽光廣場,八里區,頂罟里,八里區博物館路,25.157094,121.404155
水仙公園,八里區,訊塘里,新北市八里區商港路與商港三路口,25.14291453,121.3914704
商港公園,八里區,訊塘里,新北市八里區商港八路與商港一路口,25.15025761,121.3990851
訊庄埔公園,八里區,訊塘里,新北市八里區中山路三段及訊塘一路,25.14218497,121.3921133
公博一公園,八里區,頂罟里,八里大道與商港三路(公博一公園),25.15808295,121.4041783
八里區行政大樓,八里區,頂罟里,新北市八里區八里大道與中山路二段,25.15392496,121.4064933
頂罟活動中心綠地,八里區,舊城里,新北市八里區八里大道與中山路二段,25.15313161,121.4074393
大崁環保公園,八里區,大崁里,新北市八里區觀海大道29號對面,25.16015552,121.4298024
龍源公園,八里區,龍源里,新北市八里區龍形一街與龍形二街交叉處,25.13076958,121.4505452
訊塘廣場,八里區,訊塘里,新北市八里區訊塘一路與訊塘二路(廖添丁廟旁) ,25.14303389,121.3960018
商港三路綠帶,八里區,訊塘里,新北市八里區商港三路旁,25.1539997,121.4021531
商港五路綠帶,八里區,訊塘里,新北市八里區商港五路旁,25.15481687,121.399843
忠孝綠地,八里區,埤頭里,新北市八里區忠孝路302號對面,25.1613413,121.4187876
頂罟二路綠地,八里區,頂罟里,新北市八里區頂罟二路旁,25.15189939,121.40273
商港一路廣場,八里區,頂罟里,新北市八里區商港一路(中廣綠家園後),25.15286183,121.4038072
八里大道廣場,八里區,頂罟里,新北市八里區八里大道與中山路二段交叉處,25.15370112,121.4062611
環教中心左岸會館,八里區,大崁里,八里環教中心,25.16064748,121.4303789
下罟子漁港綠帶,八里區,下罟里,下罟子漁港旁,25.142398,121.381452
八里龍米公園,八里區,龍源里,龍米路及米倉公園,25.149167,121.405
新北考古公園,八里區,頂罟里,商港三路2號,121.403831,25.15657
米倉公園,八里區,米倉區,河川區域無住址,25.154611,121.440194
十三行文化公園-兒童遊戲場,八里區,頂罟里,新北市八里區博物館路及忠孝街口,25.16422486,121.412323
八里左岸公園,八里區,大崁里,河川區域無住址,25.160833,121.43
龍米河濱公園,八里區,null,河川區域,25.149792,121.443854
頂罟公園(中廣綠家園),八里區,頂罟里,新北市八里區中山路二段129巷對面,25.152277,121.40481
渡船頭公園,八里區,米倉里,新北市八里區龍米路二段201巷,25.157481,121.433849
八里婚紗廣場,八里區,null,249新北市八里區,25.16211461,121.427971
水興公公園(綠林城堡冒險趣遊戲場),八里區,大崁里,新北市八里區觀海大道100號（河濱公園內）,25.162397,121.4255376
十分瀑布公園,平溪區,南山里,新北市平溪區南山里乾坑10號,25.047868,121.78272
十分公園,平溪區,十分里,新北市平溪區十分街66巷1號,25.04219279,121.7756802
雙溪兒童公園,雙溪區,共和里,新北市雙溪區東榮街(雙溪國小對面),25.03277,121.867093
雙溪公園,雙溪區,雙溪里,新北市雙溪區雙溪里,337222.3162,2770098.923
三貂運動公園,雙溪區,三貂里,三貂里牡丹派出所旁，尪子崙坑路,335628,2772486
龍門公園,貢寮區,龍門里,新北市貢寮區龍門里鄰台2線旁,25.0039454,121.9583462
澳底公園,貢寮區,仁里里,新北市貢寮區仁愛路43號,25.054018,121.925433
環保公園,貢寮區,貢寮里,新北市貢寮區長泰路20號,25.02025714,121.9075296
中山溫泉公園,金山區,大同里,新北市金山區溫泉路2巷9號,25.221745,121.640422
豐漁里公園,金山區,豐漁里,新北市金山區豐漁里民生路172-1號,25.223068,121.6469856
運動休閒廣場,金山區,五湖里,新北市金山區五湖里南勢53號1F,25.221304,121.629054
公館崙公園,金山區,五湖里,新北市金山區龜子山路,25.213635,121.634144
犀牛綠地 ,金山區,五湖里,新北市金山區五湖里陽金公路旁,25.219215,121.620699
豐漁里綠地,金山區,豐漁里,新北市金山區豐漁里民生路巷號208對面,25.222414,121.647566
磺港綠地 ,金山區,磺港里,新北市金山區磺港里磺港路,25.22767,121.645102
虎豹獅象綠地,金山區,豐漁里,新北市金山區民生路(中山公園停車場斜對面),25.221025,121.642493
迴旋穿透綠地,金山區,大同里,新北市金山區民生路及公園路交叉口,25.221316,121.642816
飛撲綠地,金山區,清泉里,中山路與環金路口,25.21761,121.641668
流蘇公園,金山區,美田里,新北市金山區三民街與八德街交叉處,25.223078,121.634538
櫻花公園,金山區,大同里,新北市金山區和平里民生路67號後方,25.22007,121.640535
杜鵑公園,金山區,金美里,新北市金山區信義路,25.220101,121.636428
櫻花綠地,金山區,和平里,新北市金山區中山路８８號左後方公園,25.218593,121.641545
萬里觀光公園,萬里區,中幅里,中萬里加投段中幅子小段,25.173917,121.683306
獅子公園,萬里區,萬里里, 207台灣新北市萬里區北部濱海公路,25.174667,121.706056
野柳休閒公園,萬里區,野柳里,新北市萬里區野柳里港東路,25.204611,121.688222
瑪鋉公園,萬里區,萬里里,瑪鍊路60-1號對面 ,25.175583,121.690028
翡翠灣涼亭,萬里區,龜吼里,新北市207萬里區龜吼里,25.185182,121.685032
圓潭溪步道,萬里區,磺潭里,新北市207萬里區磺潭里,25.200581,121.646113
員潭溪廣場,萬里區,大鵬里,大鵬段13-2號,25.2216,121.64772
加投路涼亭,萬里區,大鵬里,大鵬里 207新北市萬里區,25.217744,121.645638
下社大鵬里下寮涼亭,萬里區,大鵬里,大鵬里 207新北市萬里區,25.215175,121.647866
螃蟹主題公園,萬里區,龜吼里,新北市萬里區龜吼里,25.205389,121.683583
瑪鋉運動公園,萬里區,萬里里,新北市萬里區獅頭路,25.17523,121.69022
萬里幸福廣場,萬里區,萬里里,207新北市萬里區獅頭路15-8號(周邊),25.180092,121.698894
烏來原住民主題公園,烏來區,烏來里,新北市烏來區西羅岸段 911地號,24.849375,121.549776
七虎公園,台北市,長安里,育仁路108號（薇閣小學旁）,25.13649941,121.5020599
七星公園,台北市,長安,光明路、中山路交叉口（新北投捷運站）,25.13661957,121.5030212
八仙公園,台北市,八仙,公館路423巷8弄,25.120286,121.502916
大豐公園,台北市,清江里,公館路13號旁,25.13194084,121.5037308
中央簡易公園,台北市,中央里,大興街與中央南路二段6巷口,25.12809944,121.4999237
中庸1號公園,台北市,中庸里,位於北投區中庸里雙全街50號對面,25.13804054,121.5012436
丹鳳公園,台北市,奇岩里,公館路255巷19弄旁,25.1264801,121.5109787
公館公園,台北市,奇岩里,奇岩新社區(公三),25.12799072,121.5064316
天狗庵遺址,台北市,溫泉,溫泉路73巷(天狗庵舊址),25.13592911,121.5066681
文化一號公園(施工中111/5~111/12),台北市,文化里,位於北投區文化里中央北路二段文化國小對面,25.136535,121.496462
文化二號公園(施工中111/5~111/12),台北市,文化里,位於北投區文化里中央北路一段228巷,25.13643074,121.4968414
文化三號公園,台北市,文化里,中央北路二段68巷進入(42巷11弄旁),25.13769913,121.4947128
北投258號綠地(承德4號),台北市,建民里,承德路六段與福國路交叉口，北投士林科技園區(綠4，區段徵收),25.1019,121.51245
北投二號公園,台北市,林泉里,中山路2號,25.13705,121.508221
北投公園,台北市,"長安里,林泉里,溫泉里",北投區中山路、光明路所圍範圍,25.13656044,121.5047302
北投社三層崎公園,台北市,秀山里,北投區秀山路50號旁,25.14574,121.491156
石牌公園,台北市,"尊賢里,吉利里",石牌路一段39巷內,25.11635971,121.5103607
立農公園,台北市,立農里,承德路七段378號,25.11878967,121.5035095
吉利公園,台北市,立農里,位於北投區立農里吉利街179號旁,25.11901093,121.5083695
同德公園,台北市,永欣里,位於北投區永欣里同德街27巷19號對面,25.12507057,121.5294495
地熱谷公園,台北市,林泉里,臺北市北投區中山路30-1號(中山路與溫泉路交口),25.13755989,121.5109787
行義公園,台北市,"永和里,永欣里",石牌路二段343巷8號,25.1253891,121.5252304
奇岩一號公園,台北市,奇岩里,臺北市北投區磺港路208號(奇岩新社區公一),25.128339,121.503698
奇岩二號公園,台北市,奇岩里,臺北市北投區216號(奇岩新社區公二),25.12649918,121.5036926
奇岩三號公園,台北市,奇岩里,奇岩新社區(公四),25.12598038,121.5052185
東華公園,台北市,東華里,東華街二段300巷19號對面,25.12183952,121.5070725
林泉公園,台北市,林泉,溫泉路168號旁,25.14133,121.51482
知行公園,台北市,關渡里,位於北投區關渡里知行路225巷,25.11973,121.4666519
長安公園,台北市,長安里,育仁路109號對面(薇閣國小旁),25.13555908,121.5001602
前山公園,台北市,湖山里,臺北市北投區建國街4號旁及紗帽路117號對面,25.15057652,121.5484437
建民公園,台北市,建民里,文林北路16巷7號對面,25.104744,121.519809
泉源47號公園,台北市,泉源里,泉源路80號對面山腳下,25.14209938,121.5124588
泉源48號公園,台北市,泉源里,北投珠海路120號附近,25.14193916,121.5071564
洲美(公4)公園,台北市,洲美里,洲美街122號,25.100089,121.506347
洲美蜆仔港公園,台北市,建民里,台北市士林區承德路六段329號,25.10099711,121.5111864
致遠公園,台北市,榮光里,位於北投區榮光里致遠一路二段自強市場旁,25.11127091,121.5150528
重三公園,台北市,稻香里,新興路與重三路交叉口(重三新村八期重劃)政校後勤區,25.14015961,121.4892883
振華公園,台北市,振華里,位於北投區振華里振華街24號對面,25.11516953,121.5188522
振興公園,台北市,榮華里,天母西路與磺溪交叉口,25.11821938,121.5230408
桂花公園,台北市,林泉,中山路5-7號(林泉里辦公處旁),25.13791084,121.5102234
桃源公園,台北市,桃源里,中央北路三段148巷底,25.13806915,121.4827576
健行公園,台北市,東華里,位於北投區東華里致遠三路147巷二弄內,25.1212101,121.5088272
崇仰公園,台北市,奇岩里,崇仰一路、公館路225巷底,25.12609,121.51106
清江一公園,台北市,清江里,位於北投區清江里崇仁路一段154號對面,25.1239109,121.5024796
清江二公園,台北市,清江里,位於北投區清江里崇仁路1段154號旁,25.12368012,121.5018921
軟橋公園,台北市,建民里,台北市北投區文林北路53巷51號,25.103102,121.517613
復興公園,台北市,中心里,北投中和街200號,25.1396904,121.5032272
開明公園,台北市,"中心里,開明",珠海路112號附近,25.14113045,121.5053177
陽明公園,台北市,湖山里,臺北市北投區湖山路二段,25.15901675,121.5390112
新興公園,台北市,稻香里,新興路145號旁(六期重劃),25.13934,121.48703
溫泉綠地,台北市,林泉,溫泉路137號旁,25.138933,121.512342
聖景一公園,台北市,關渡里,聖景路100號內,25.12045,121.46351
聖景二公園,台北市,關渡里,聖景路101號旁,25.12038,121.46381
聖景三公園,台北市,關渡里,聖景路100號內,25.12046,121.46382
榮光公園,台北市,榮光里,位於北投區榮光里石牌路1段石牌國中對面,25.11472,121.51429
榮富公園,台北市,榮華里,榮華三路及磺溪旁(過天母橋),25.1142292,121.5247269
榮華公園,台北市,榮華里,明德路150巷3弄,25.11054993,121.5219879
