city,district,neighborhood,median
新北市,淡水區,崁頂里,556
新北市,淡水區,屯山里,367
新北市,淡水區,中和里,368
新北市,淡水區,水源里,353
新北市,淡水區,忠寮里,425
新北市,淡水區,樹興里,417
新北市,淡水區,埤島里,476
新北市,淡水區,興仁里,377
新北市,淡水區,義山里,361
新北市,淡水區,蕃薯里,390
新北市,淡水區,忠山里,407
新北市,淡水區,賢孝里,363
新北市,淡水區,竿蓁里,543
新北市,淡水區,坪頂里,470
新北市,淡水區,八勢里,639
新北市,淡水區,竹圍里,468
新北市,淡水區,中興里,384
新北市,淡水區,福德里,560
新北市,淡水區,民生里,474
新北市,淡水區,新興里,435
新北市,淡水區,新義里,352
新北市,淡水區,新春里,501
新北市,淡水區,新民里,454
新北市,淡水區,正德里,451
新北市,淡水區,北新里,452
新北市,淡水區,幸福里,381
新北市,淡水區,學府里,383
新北市,淡水區,民權里,523
新北市,淡水區,大庄里,467
新北市,汐止區,仁德里,406
新北市,汐止區,義民里,385
新北市,汐止區,禮門里,452
新北市,汐止區,智慧里,518
新北市,汐止區,信望里,427
新北市,汐止區,橋東里,505
新北市,汐止區,茄苳里,404
新北市,汐止區,保安里,351
新北市,汐止區,保長里,455
新北市,汐止區,鄉長里,379
新北市,汐止區,江北里,389
新北市,汐止區,烘內里,362
新北市,汐止區,拱北里,355
新北市,汐止區,樟樹里,388
新北市,汐止區,北峰里,432
新北市,汐止區,北山里,427
新北市,汐止區,八連里,380
新北市,汐止區,白雲里,454
新北市,汐止區,橫科里,442
新北市,汐止區,東山里,285
新北市,汐止區,新昌里,492
新北市,汐止區,秀峰里,422
新北市,汐止區,復興里,621
新北市,汐止區,長安里,393
新北市,汐止區,福山里,533
新北市,汐止區,宜興里,522
新北市,汐止區,中興里,419
新北市,汐止區,湖光里,533
新北市,汐止區,厚德里,435
新北市,汐止區,忠孝里,450
新北市,汐止區,文化里,519
新北市,汐止區,自強里,530
新北市,汐止區,金龍里,462
新北市,汐止區,福德里,422
新北市,汐止區,興福里,432
新北市,汐止區,康福里,505
新北市,汐止區,忠山里,638
新北市,汐止區,環河里,415
新北市,汐止區,東勢里,646
新北市,汐止區,山光里,451
新北市,汐止區,大同里,478
新北市,汐止區,崇德里,457
新北市,汐止區,湖興里,503
新北市,汐止區,長青里,649
新北市,汐止區,福安里,642
新北市,汐止區,秀山里,488
新北市,汐止區,建成里,509
新北市,汐止區,城中里,546
新北市,汐止區,湖蓮里,678
新北市,汐止區,保新里,402
新北市,三芝區,八賢里,248
新北市,三芝區,埔頭里,305
新北市,三芝區,古庄里,323
新北市,三芝區,新庄里,307
新北市,三芝區,埔坪里,316
新北市,三芝區,茂長里,342
新北市,三芝區,橫山里,361
新北市,三芝區,錫板里,323
新北市,三芝區,後厝里,358
新北市,三芝區,福德里,357
新北市,三芝區,圓山里,330
新北市,三芝區,店子里,343
新北市,三芝區,興華里,383
新北市,石門區,德茂里,319
新北市,石門區,富基里,340
新北市,石門區,老梅里,312
新北市,石門區,山溪里,297
新北市,石門區,石門里,402
新北市,石門區,尖鹿里,319
新北市,石門區,乾華里,361
新北市,石門區,茂林里,370
新北市,石門區,草里里,349
新北市,八里區,龍源里,412
新北市,八里區,米倉里,403
新北市,八里區,大崁里,414
新北市,八里區,埤頭里,394
新北市,八里區,頂罟里,422
新北市,八里區,舊城里,372
新北市,八里區,訊塘里,413
新北市,八里區,荖阡里,386
新北市,八里區,下罟里,350
新北市,八里區,長坑里,384
新北市,永和區,下溪里,570
新北市,永和區,中溪里,498
新北市,永和區,上溪里,462
新北市,永和區,後溪里,609
新北市,永和區,頂溪里,568
新北市,永和區,網溪里,513
新北市,永和區,復興里,537
新北市,永和區,竹林里,489
新北市,永和區,中興里,523
新北市,永和區,店街里,588
新北市,永和區,潭墘里,541
新北市,永和區,水源里,493
新北市,永和區,秀朗里,472
新北市,永和區,大同里,443
新北市,永和區,永成里,430
新北市,永和區,福和里,568
新北市,永和區,豫溪里,513
新北市,永和區,上林里,540
新北市,永和區,新廍里,522
新北市,永和區,和平里,510
新北市,永和區,仁愛里,542
新北市,永和區,前溪里,520
新北市,永和區,永興里,494
新北市,永和區,永安里,599
新北市,永和區,雙和里,563
新北市,永和區,得和里,557
新北市,永和區,大新里,535
新北市,永和區,桂林里,473
新北市,永和區,勵行里,490
新北市,永和區,光復里,529
新北市,永和區,光明里,579
新北市,永和區,信義里,574
新北市,永和區,正興里,494
新北市,永和區,忠義里,405
新北市,永和區,新生里,548
新北市,永和區,河堤里,599
新北市,永和區,民治里,470
新北市,永和區,智光里,451
新北市,永和區,秀和里,512
新北市,永和區,潭安里,541
新北市,永和區,永貞里,527
新北市,永和區,福林里,466
新北市,永和區,安和里,553
新北市,永和區,文化里,486
新北市,永和區,民權里,505
新北市,永和區,民生里,482
新北市,永和區,永福里,548
新北市,永和區,河濱里,517
新北市,永和區,永元里,507
新北市,永和區,秀成里,486
新北市,永和區,秀林里,556
新北市,永和區,秀得里,542
新北市,永和區,民族里,547
新北市,永和區,民本里,609
新北市,永和區,民樂里,566
新北市,永和區,協和里,463
新北市,永和區,保平里,542
新北市,永和區,保安里,593
新北市,永和區,民富里,537
新北市,永和區,秀元里,482
新北市,永和區,永樂里,512
新北市,永和區,保順里,697
