brand,name,star,comment,class,address,latitude,longitude
COCO,CoCo都可 北投中和店,4.0,241,冰品飲料店,台北市北投區中和街280號,25.140376,121.5004799
COCO,CoCo都可（興華店）,4.1,148,冰品飲料店,台北市南港區興華路105號,25.0563922,121.6058825
COCO,CoCo都可 宜安店,3.9,133,冰品飲料店,新北市中和區宜安路160號,24.9988892,121.5091343
COCO,CoCo都可 集美店,3.8,258,冰品飲料店,新北市三重區集美街208號,25.054221,121.491145
COCO,CoCo都可 蘆洲光華店,4.4,407,珍珠奶茶,新北市蘆洲區光華路173號,25.0818993,121.4649385
COCO,CoCo都可 林森北店,3.9,306,冰品飲料店,台北市中山區林森北路438號,25.0604506,121.5254191
COCO,CoCo都可 安居店,3.7,254,冰品飲料店,台北市大安區安居街18號,25.0210595,121.5548108
COCO,CoCo都可 安康店,3.9,257,冰品飲料店,新北市新店區安康路二段62號,24.9637777,121.5148646
COCO,CoCo都可 內湖成功店,4.1,173,珍珠奶茶,台北市內湖區成功路四段59-1號,25.0818584,121.5923491
COCO,CoCo都可 天母德行店,3.9,210,冰品飲料店,台北市士林區德行東路107號,25.1077411,121.5281844
COCO,CoCo都可 林口家樂福店,4.3,61,冰品飲料店,新北市林口區文化二路一段559號B1,25.0776976,121.3750387
COCO,CoCo都可 士林中正店,3.9,386,冰品飲料店,台北市士林區中正路342號,25.0946395,121.5219698
COCO,CoCo都可(石牌商城店),4.4,103,冰品飲料店,台北市北投區石牌路二段62-1號,25.1161823,121.5162096
COCO,CoCo都可 社子店,4.5,571,冰品飲料店,台北市士林區延平北路六段91號,25.0885845,121.5085242
COCO,CoCo都可 (捷運北車2)M3出口,3.9,21,冰品飲料店,台北市中正區忠孝西路一段49號台北車站M3出口B1,25.0464324,121.5177619
COCO,CoCo都可 (忠孝復興),3.5,50,冰品飲料店,台北市大安區忠孝東路四段52號B1,25.0415022,121.5450822
COCO,CoCo都可 新莊化成店,4.1,134,冰品飲料店,新北市新莊區化成路618號,25.0548579,121.4661376
COCO,CoCo都可 新北金山店,4.5,415,冰品飲料店,新北市金山區中山路193號,25.2211096,121.6379824
COCO,CoCo都可 新埔店,4.4,194,冰品飲料店,新北市淡水區淡金路四段560號,25.2275834,121.4518849
COCO,CoCo都可 新莊昌隆店,4.0,166,珍珠奶茶,新北市新莊區昌隆街54號,25.050679,121.4546648
COCO,CoCo都可~新莊??幸福,3.7,85,冰品飲料店,新北市新莊區幸福路534號,25.0494705,121.4556666
COCO,CoCo都可 北市南機場店,4.0,160,冰品飲料店,台北市中正區中華路二段307巷18號,25.028998,121.5058426
COCO,CoCo都可 三重自強店,4.1,136,冰品飲料店,新北市三重區自強路一段250號,25.067316,121.492584
